IMPORT_STATUS,DB_NAME,DB_SIGLE,DB_INDUSTRY,DB_COUNTRY,DB_ADMIN_NAME
VALID,CAISSE AUTONOME D'AMORTISSEMENT,CAA,Government & public sector,Cameroun,Richard EVINA OBAM
VALID,CAMEROON POSTAL SERVICES,CAMPOST,Government & public sector,Cameroun,Pierre KALDADAK
VALID,SOCIETE NATIONALE DE TRANSPORT ET DE TRANSIT DU CAMEROUN,CAMTAINER,Government & public sector,Cameroun,Peters EKOLLE
VALID,CAISSE DE DEVELOPPEMENT DE L'ELEVAGE DU NORD-OUEST,CDENO,Government & public sector,Cameroun,Michael MBAH SHUPONG
VALID,CENTRE HOSPITALIER DE RECHERCHE ET 'APPLICATION EN CHIRURGIE ENDOSCOPIQUE ET DE  REPRODUCTION HUMANE,CHRACERH,"Infrastructure,  Healthcare",Cameroun,Jean Marie KASIA
VALID,CENTRE HOSPITALIER DE RECHERCHE ET 'APPLICATION EN CHIRURGIE ENDOSCOPIQUE ET DE  REPRODUCTION HUMANE,CHRACERH,"Infrastructure,  Healthcare",Cameroun,Jean Marie KASIA
VALID,CENTRE HOSPITALIER UNIVERSITAIRE,CHU,"Infrastructure,  Healthcare",Cameroun,ESSOMBA Arthur Georges Alfred
VALID,CAMEROUN PUBLI-EXPANSION,CPE,Miscellaneous,Cameroun,Amadou BELLO
VALID,ECOLE INTERNATIONALE DES FORCES DE SECURITE,EIFORCES,Miscellaneous,Cameroun,BITOTE André Patrice
VALID,ECOLE NATIONALE 'ADMINISTRATION ET DE MAGISTRATURE,ENAM,Government & public sector,Cameroun,Bertrand Pierre SOUMBOU ANGOULA
VALID,ECOLE NATIONALE SUPERIEURE DES TRAVAUX PUBLICS,ENSTP,Government & public sector,Cameroun,George ELAMBO NKENG
VALID,FONDS ROUTIER,FR,Government & public sector,Cameroun,Samuel NENGUE
VALID,HOPITAL GYNECO-OBSTETRIQUE ET PEDIATRIQUE DE DOUALA,HGOPD,"Infrastructure,  Healthcare",Cameroun,Emille Télesphore MBOUDOU
VALID,HOPITAL GYNECO-OBSTETRIQUE ET PEDIATRIQUE DE YAOUNDE,HGOPY,"Infrastructure,  Healthcare",Cameroun,Robison ENOW MBU
VALID,MEKIN HYDROELECTRIC DEVELOPMENT CORPORATION,HYDROMEKIN,ENR - Power & Utilities,Cameroun,Frédéric BIYA MOTTO
VALID,INSTITUT NATIONAL DE CARTOGRAPHIE,INC,Government & public sector,Cameroun,Martin ELIMBI
VALID,INSTITUT NATIONAL DE LA JEUNESSE ET SPORT,INJS,Government & public sector,Cameroun,Edmond EBAL MINYE
VALID,INSTITUT DE RECHERCHE MEDICALE ET D’ETUDES DES PLANTES MEDECINALES,IRMPM,Government & public sector,Cameroun,Jean Louis ESSAME OYONO
VALID,INSTITUT SUPERIEUR DE MANAGEMENT PUBLIC,ISMP,Government & public sector,Cameroun,Edward MESIME MOKWE
VALID,LABORATOIRE NATIONAL VETERINAIRE,LANAVET,"Infrastructure,  Healthcare",Cameroun,Abel WADE
VALID,MISSION DE REGULATION ET D’APPROVISIONNEMENT DES PRODUITS DE GRANDE  CONSOMMATION,MIRAP,Miscellaneous,Cameroun,Cyprien BAMZOK NTOL
VALID,MISSION DE REGULATION ET D’APPROVISIONNEMENT DES PRODUITS DE GRANDE  CONSOMMATION,MIRAP,Miscellaneous,Cameroun,Cyprien BAMZOK NTOL
VALID,r christol Georges MANONMISSION D’AMENAGEMENT ET DE GESTION DES ZONES INDUSTRIELLES,MAGZI,Miscellaneous,Cameroun,christol Georges MANON
VALID,PARC NATIONAL DE MATERIEL DE GENIE CIVIL,MATGENIE,Government & public sector,Cameroun,Gustave EBONGUE
VALID,MISSION D'ETUDES POUR L'AMENAGEMENT DU NORD,MEADEN,Miscellaneous,Cameroun,ABDOULAY SERNO
VALID,MISSION D’ETUDES POUR L’AMENAGEMENT DE L’OCEAN,MEAO,Government & public sector,Cameroun,Hubert MBAMBA BONDIMA
VALID,MISSION DE DEVELOPPEMENT INTEGRE DES MONTS MANDARA,MIDIMA,Government & public sector,Cameroun,TCHARI BOULAMA
VALID,MISSION DE DEVELOPPEMENT DE LA PÊCHE ARTISANALE ET MARITIME,MIDEPECAM,Government & public sector,Cameroun,SAMMY AKO TAMBI
VALID,MISSION DE DEVELOPPEMENT INTEGRE DES MONTS MANDARA,MIDIMA,Government & public sector,Cameroun,TCHARI BOULAMA
VALID,MISSION DE PROMOTION DES MATERIAUX LOCAUX (,MIPROMALO,Government & public sector,Cameroun,LIKIBY ABOUBAKAR
VALID,MISSION DE REGULATION ET D’APPROVISIONNEMENT DES PRODUITS DE GRANDE  CONSOMMATION,MIRAP,Government & public sector,Cameroun,Cyprien BAMZOK NTOL
VALID,NATIONAL SCHOOL OF LOCAL ADMINISTRATION,NASLA,Government & public sector,Cameroun,TANYITIKU ENOHACHUO BAYEE
VALID,OFFICE NATIONAL ET DU CACAO ET DU CAFE,ONCC,Private Equity,Cameroun,Michael NDOPING
VALID,SOCIETE D’EXPLOITATION ET D’EXPANSION DU RIZ DE YAGOUA,SEMRY,Miscellaneous,Cameroun,FISSOU KOUMA
VALID,SOCIETE IMMOBILIERE DU CAMEROUN,SIC,Government & public sector,Cameroun,Ahmadou SARDOUNA
VALID,SOCIETE NATIONALE D’INVESTISSEMENT,SNI,Government & public sector,Cameroun,Aissatou YAOU
VALID,SOUTH WEST DEVELOPMENT AUTHORITHY,SOWEDA,Miscellaneous,Cameroun,BESONG NTUI OGORK
VALID,"ECOLE NATIONALE SUPERIEURE DES POSTES, DES TELECOMMUNICATIONS ET DES  TECHNOLOGIES DE L’INFORMATION ET DE LA COMMUNICATION",SUP'PTIC,Government & public sector,Cameroun,Félix WATCHING
VALID,"ECOLE NATIONALE SUPERIEURE DES POSTES, DES TELECOMMUNICATIONS ET DES  TECHNOLOGIES DE L’INFORMATION ET DE LA COMMUNICATION",SUP'PTIC,Government & public sector,Cameroun,Félix WATCHING
VALID,UPPER NOUN DEVELOPMENT VALLEY AUTHORITHY,UNDVA,Miscellaneous,Cameroun,CHIN WIRNKAR Richard
VALID,UNITE DE TRAITEMENTS AGRICOLES PAR VOIE AERIENNE,UTAVA,Government & public sector,Cameroun,Mathieu NGAÏ
VALID,OFFICE CEREALIER,OC,Miscellaneous,Cameroun,MOHAMADOU GASSIMOU
VALID,OFFICE NATIONAL DES ANCIENS COMBATTANTS,ONAC,Miscellaneous,Cameroun,Alfred FULLER
VALID,OBSERVATOIRE NATIONAL SUR LES CHANGEMENTS CLIMATIQUES,ONACC,Climate change/Water,Cameroun,Joseph AMOUGOU ARMATHE
VALID,INSTITUT DE RECHERCHES AGRICOLES POUR LE DEVELOPPEMENT,IRAD,Government & public sector,Cameroun,
VALID,ACADEMIE NATIONAL DE FOOTBALL,ANAFOOT,Government & public sector,N/A,
VALID,AGENCE DE PROMOTION DES PETITES ET MOYENNES ENTREPRISES,APME,Government & public sector,Cameroun,
VALID,AUTORITE PORTUAIRE NATIONAL,APN,Government & public sector,Cameroun,
VALID,BUREAU CENTRAL DES RECENSEMENTS DE LA POPULATION,BUCREP,Government & public sector,Cameroun,
VALID,CAISSE DE DEVELOPPEMENT DE L'ELEVAGE DU NORD,CDEN,Government & public sector,Cameroun,
VALID,CAISSE DE DEVELOPPEMENT DE LA PECHE MARITIME,CDPM,Government & public sector,Cameroun,
VALID,CENTRE NATIONAL D'ETUDE ET D'EXPERIMENTATION DU MACHINISME AGRICOLE,CENEEMA,Government & public sector,Cameroun,
VALID,CENTRE NATIONAL DE REHABILITATION DES PERSONNES HANDICAPEES PAUL EMILE LEGER,CNRPH,Government & public sector,Cameroun,
VALID,COMMISSION NATIONAL ANTI-CORRUPTION,CONAC,Government & public sector,Cameroun,
VALID,IMPRIMERIE NATIONAL,IN,Government & public sector,Cameroun,
VALID,INSTITUT DE RECHERCHE GEOLOGIQUE ET MINIERE,IRGM,Government & public sector,Cameroun,
VALID,LABORATOIRE NATIONAL D'ANALYSE ET DE CONTROLE DE LA QUALITE DES MEDICAMENTS,LANACOME,Government & public sector,Cameroun,
VALID,LIMBE NAUTICAL ARTS AND FISHERIES INSTITUTE,LINAFI,Government & public sector,Cameroun,
VALID,MISSION DE DEVELOPPEMENT DU NORD OUEST,MIDENO,Government & public sector,Cameroun,
VALID,MISSION DE REGULATION ET D'APPROVISIONNEMENT DES PRODUITS DE GRANDE CONSOMMATION,MIRAP,Government & public sector,Cameroun,
VALID,PALAIS DES CONGRES,,Government & public sector,Cameroun,
VALID,AGENCE NATIONAL DES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION,ANTIC,Government & public sector,Cameroun,
VALID,MISSION D'AMENAGEMENT ET DE GRSTION DES ZONES INDUSTRIELLES,MAGZI,Government & public sector,Cameroun,
VALID,SOCIETE DE RECOUVREMENT DES CREANCES DU CAMEROUN,SRC,Government & public sector,Cameroun,
VALID,THE BRIDGE INTERNATIONAL SCHOOL,TBIS,Miscellaneous,Cameroun,
VALID,COLLEGE BILINGUE LAVAL,,Miscellaneous,Cameroun,
VALID,COLLEGE LA CONQUETE,,Miscellaneous,Cameroun,
VALID,COLLEGE LIBERMAN,,Miscellaneous,Cameroun,
VALID,COLLEGE DE LA SALLE,,Miscellaneous,Cameroun,
VALID,ROUSSEAU INTERNATIONAL SCHOOL,RIS,Miscellaneous,Cameroun,
VALID,ENKO BONANJO INTERNATIONAL SCHOOL,,Miscellaneous,Cameroun,
VALID,BRITISH ISLES INTERNATIONAL SCHOOL,BIIS,Miscellaneous,Cameroun,
VALID,AMERICAN SCHOOL OF DOUALA,ASD,Miscellaneous,Cameroun,
VALID,FERRERO CAMEROUN SA,,Industrial manufacturing,Cameroun,
VALID,FIMEX INTERNATIONAL,,Miscellaneous,Cameroun,
VALID,YOOMEE MOBILE SA,,"Technology, media & telecommunications",Cameroun,
VALID,EASY LIFE,,Miscellaneous,Cameroun,
VALID,FINEX,,Transport & leisure,Cameroun,
VALID,SAKER,,Consumer markets,Cameroun,
VALID,CCMM SA,,Transport & leisure,Cameroun,
VALID,SCHLUMBERGER CAMEROUN,,Energy and Oil & Gas,N/A,
VALID,OLAM CAM SARL,,Industrial manufacturing,Cameroun,
VALID,SCI LES TROPIQUES,,Hôtellerie,Cameroun,
VALID,ENEM,,Industrial manufacturing,Cameroun,
VALID,ESTIA SYNERGIE CAMEROUN,,ENR - Power & Utilities,Cameroun,
VALID,EMPLOI SERVICE SA,,Miscellaneous,Cameroun,
VALID,EMPLOI SERVICE INTERIM,,Miscellaneous,Cameroun,
VALID,EMRALD SECURITIES SERVICES CAPITAL,,Bank,Cameroun,
VALID,EMRALD SECURITIES SERVICES MGT,,Bank,Cameroun,
VALID,PRUDENTIAL BENEFICIAL,BP,Bank,Cameroun,
VALID,KADY LESSIVAGE SA,,Miscellaneous,Cameroun,
VALID,NESTLE CAMEROUN,,Industrial manufacturing,Cameroun,
VALID,APAVE CAMEROUN,,Miscellaneous,Cameroun,
VALID,CAPI CAMEROUN SA,,Miscellaneous,Cameroun,
VALID,SOCIETE CAMEROUNAISE DES CHEMIN DE FER,SCCF SA,Miscellaneous,Cameroun,
VALID,SOCIETE CAMEROUNAISE DES BOIS DEBITES,SCDB SARL,Industrial manufacturing,Cameroun,
VALID,SOCIETE CAMEROUNAISE D4EQUIPEMENT INDUSTRIEL,SCEI SARL,Miscellaneous,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE MEDECINE,SOCAMED,Miscellaneous,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE TRANSFORMATION DE BLE,SCTB SA,Industrial manufacturing,Cameroun,
VALID,ETUDE Me SANDRINE MONGUE,,Miscellaneous,Cameroun,
VALID,ETUDE Me BETCHEM NOTAIRE,,Miscellaneous,Cameroun,
VALID,BEKO CAPITAL ADVISORY,,Bank,Cameroun,
VALID,SOGOTRANS SA,,Transport & leisure,Cameroun,
VALID,AREA ASSURANCES,,Insurance,Cameroun,
VALID,ASCESE,,Miscellaneous,Cameroun,
VALID,OLEA CAMEROUN,,Insurance,Cameroun,
VALID,OLA ENERGY CAMEROON,,Energy and Oil & Gas,Cameroun,
VALID,MULTISERVICES SARL,,Miscellaneous,Cameroun,
VALID,WIRE CAMEROUN,,Energy and Oil & Gas,Cameroun,
VALID,OMEGA CAMEROUN,,Transport & leisure,Cameroun,
VALID,MULTITECH,,Miscellaneous,Cameroun,
VALID,AFRICA SECURITY CAMEROON SARL,ASC,Miscellaneous,Cameroun,
VALID,LANA BIO COSMETICS,,Miscellaneous,Cameroun,
VALID,UNION CAMEROUNAISE DES BRASSERIES,UCB,Industrial manufacturing,Cameroun,
VALID,COMPLEXE CHIMIQUE CAMEROUNAIS,CCC,Industrial manufacturing,Cameroun,
VALID,DOUALA PORT WEIGHING SERVICES,DPWS,Miscellaneous,Cameroun,
VALID,GEODIS PROJECTS CAMEROON,GPCAM,Transport & leisure,Cameroun,
VALID,SOCIETE D'APPROVISIONNEMENT ET DE MAINTENANCE INDUSTRIELLE,SAMIN SA,Energy and Oil & Gas,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE COMMERCE ET DE REPRESENTATION INDUSTRIELLE,CAMCI,Miscellaneous,Cameroun,
VALID,OMOA CAMEROUN SA,,Bank,Cameroun,
VALID,DEE-LITE SARL,,Miscellaneous,Cameroun,
VALID,LCI ORCA CAMEROUN,,Miscellaneous,Cameroun,
VALID,SOCIETE ELECTROMECANIQUE & ASCENCEURS,SEA SARL,Industrial manufacturing,Cameroun,
VALID,ONYX MANPOWER SERVICES CAMEROUN,,Miscellaneous,Cameroun,
VALID,ACCENT MEDIA SA,,Miscellaneous,Cameroun,
VALID,complexe métallurgique du Cameroun,CMC SA,Other industry,Cameroun,
VALID,SAFCAM SA,SAFCAM SA,Consumer markets,Cameroun,
VALID,PANZANI CAMEROUN,PANZANI,Fast Moving Consumer Goods,Cameroun,
VALID,SOCIETE DE TRANSFORMATION DU BLE DU CAMEROUN,SITRABCAM,Other industry,Cameroun,
VALID,CICAM SA,CICAM SA,Other industry,Cameroun,
VALID,SOCIETE DES TRANSFORMATIONS INDUSTRIELLES DU CAMEROUN,SOTICAM,Other industry,Cameroun,
VALID,TOLES ET ACIERS DU CAMEROUN,TAC SARL,Other industry,Cameroun,
VALID,SOPROICAM,SOPROICAM,Other industry,Cameroun,
VALID,CFAO,CFAO,Consumer markets,Cameroun,
VALID,AMAL SIMI,AMAL SIMI,Other industry,Cameroun,
VALID,METCH ELEC,METCH ELEC,"Technology, media & telecommunications",Cameroun,
VALID,INSTITUT DE LA FRANCOPHONIE POUR LE DEVELOPPEMENT DURABLE,IFDD,Project & NGO,Cameroun,Cécile Martin-Phipps
VALID,GHANA REINSURANCE PLC,GRC,Insurance,Cameroun,
VALID,BRUSSELS AIRLINES,,Miscellaneous,Cameroun,
VALID,ETHIOPIAN AIRLINES,,Miscellaneous,Cameroun,
VALID,NED'CAM,,Miscellaneous,Cameroun,
VALID,SCHNEIDER ELECTRIC,,Miscellaneous,Cameroun,
VALID,TRADEX S.A,,Energy and Oil & Gas,Cameroun,
VALID,EGYPTAIR AIRLINES,,Miscellaneous,Cameroun,
VALID,PRO-PME FINANCEMENT S.A,,Other Financial services,Cameroun,
VALID,ALLIANZ CAMEROUN,,Insurance,Cameroun,
VALID,PLANET HOTEL,,Hôtellerie,Cameroun,
VALID,SEMEM DISTRIBUTOR SARL,,Miscellaneous,Cameroun,
VALID,BALOON ASSURANCE CAMEROUN,,Insurance,Cameroun,
VALID,COLOR CERAMICA SARL,,Miscellaneous,Cameroun,
VALID,MTN CAMEROON LTD,,"Technology, media & telecommunications",Cameroun,
VALID,WAFACASH CAMEROUN,,Bank,Cameroun,
VALID,CAMEROUNAISE DE CONSTRUCTION DU BARRAGE DE NACHTIGAL S.A.S,CCN S.A.S,Miscellaneous,Cameroun,
VALID,TOTALENERGIES MARKETING CAMEROUN S.A,TOTALENERG,Energy and Oil & Gas,Cameroun,
VALID,SYSTEMES ET APPLICATIONS ELECTRONIQUES S.A,SAE S.A,Miscellaneous,Cameroun,
VALID,SOACAM AGRO INDUSTRIES S.A,SAGRI,Industrial manufacturing,Cameroun,
VALID,RW KING S.A,RW KING,Miscellaneous,Cameroun,
VALID,ATTIJARI SECURITIES CENTRAL AFRICA,ASCA,Bank,Cameroun,
VALID,DHL GLOBAL FORWARDING CAMEROUN PLC,DGF,Miscellaneous,Cameroun,
VALID,HYDIAM FORAGES,HYDIAM,Miscellaneous,Cameroun,
VALID,IBI S.A,IBI S.A,Miscellaneous,Cameroun,
VALID,GREENFIL PLANTATION LTD S.A,GREENFIL,Miscellaneous,Cameroun,
VALID,AZUR S.A,AZUR,Industrial manufacturing,Cameroun,
VALID,MAÎTRE ESSONO EPOUSE CHEMOU BLANCHE,Me ESSONO,Miscellaneous,Cameroun,
VALID,ICM CONSULTING SARL,ICM,Miscellaneous,Cameroun,
VALID,DIRECTION GENERALE DES DOUANES ET DES DROITS INDIRECTS DU TCHAD,DGDDIT,Government & public sector,Tchad,
VALID,SCI VESTALIA,SCI VESTAL,Miscellaneous,Cameroun,JEAN ROGER DAVID
VALID,AIR COTE D'IVOIRE,,Transport & leisure,Cameroun,
VALID,SIC CACAOS,,Industrial manufacturing,Cameroun,
VALID,GEODIS PROJECTS CAMEROON S.A.,GEODIS,Transport & leisure,Cameroun,
VALID,CONGELCAM S.A.,,Consumer markets,Cameroun,
VALID,GULFIN S & T CO,,Energy and Oil & Gas,Cameroun,
VALID,ZENITHE INSURANCE,,Insurance,Cameroun,Maxwell NDECHAM
VALID,CAMEROUN RAILWAYS S.A.,CAMRAIL,Transport & leisure,Cameroun,
VALID,MEDITERRANEAN SHIPPING COMPANY CAMEROUN,M.S.C,Transport & leisure,Cameroun,
VALID,SOCIETE D'EXPLOITATION DU PARC A BOIS DU CAMEROUN,SEPBC,Miscellaneous,Cameroun,
VALID,SOCOPAO CAMEROUN,,Transport & leisure,Cameroun,
VALID,BOLLORE TRANSPORT ET LOGISTICS CAMEROUN,,Transport & leisure,Cameroun,
VALID,KRIBI CONTENEUR TERMINAL,,Transport & leisure,Cameroun,
VALID,KRIBI POWER DEVELOPMENT COMPANY,KPDC,ENR - Power & Utilities,Cameroun,
VALID,SOA - Soulemanou Haliyou,SOA - SH,Other Financial services,Cameroun,Soulemanou Haliyou
VALID,SOA-HUNTER SERVICES SARL,HUNTER,Government & public sector,Cameroun,HUNTER SERVICES
VALID,GUICHET UNIQUE DES OPERATIONS DU COMMERCE EXTERIEUR,GUCE,Miscellaneous,Cameroun,
VALID,GRAPHICS SYSTEME S.A,,"Technology, media & telecommunications",Cameroun,
VALID,UNION BANK OF CAMEROON S.A,UBC PLC,Bank,Cameroun,
VALID,UNION DES TRANSACTIONS COMMERCIALES & INDUSTRIELLES,UTRAC S.A,Miscellaneous,Cameroun,
VALID,HEVEA CAMEROUN S.A,HEVECAM,Industrial manufacturing,Cameroun,
VALID,GALERIES PEYRISSAC S.A.,,Consumer markets,Cameroun,
VALID,BLESSING PETROLEUM S.A,,Energy and Oil & Gas,Cameroun,
VALID,MAHIMA SARL,,Fast Moving Consumer Goods,Cameroun,
VALID,SOREPCO S.A,,Consumer markets,Cameroun,
VALID,ADVANS CAMEROUN S.A,,Bank,Cameroun,
VALID,DAVUM CAMEROUN S.A,DACAM S.A.,Consumer markets,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE FERRONNERIE S.A,SOCAFER SA,Industrial manufacturing,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE VERRERIE S.A,SOCAVER SA,Industrial manufacturing,Cameroun,
VALID,LES LABORATOIRES BIOPHARMA,BIOPHARMA,Industrial manufacturing,Cameroun,
VALID,LE GLACIER MODERNE S.A,LGM S.A,Fast Moving Consumer Goods,Cameroun,
VALID,FAYADORT S.A,,Consumer markets,Cameroun,
VALID,NSIA ASSURANCES CAMEROUN S.A,,Insurance,Cameroun,
VALID,SOCIETE COMMERCIALE DE BANQUE CAMEROUN S.A,SCBC,Bank,Cameroun,
VALID,CHANAS ASSURANCES CAMEROUN S.A,,Insurance,Cameroun,
VALID,ECOBANK CAMEROUN S.A,,Bank,Cameroun,
VALID,NEPTUNE S.A,,Energy and Oil & Gas,Cameroun,
VALID,MEDIA PLUS SARL,,"Technology, media & telecommunications",Cameroun,
VALID,EASY RIDE S.A,,Miscellaneous,Cameroun,
VALID,KALFRELEC S.A,,Miscellaneous,Cameroun,
VALID,SUNU ASSURANCE VIE CAMEROUN S.A,,Insurance,Cameroun,
VALID,SUNU ASSURANCE IARD S.A,,Insurance,Cameroun,
VALID,CAMEROUNAISE DE DISTRIBUTION ALIMENTAIRE S.A,CAMDA SA,Fast Moving Consumer Goods,Cameroun,
VALID,ELECNOR SUCCURSALE,,N/A,N/A,
VALID,BOURBON OFFSHORE MARINE SERVICES CAMEROUN,BOMS,Energy and Oil & Gas,Cameroun,Roman DUBOVITSKII
VALID,HORUS INVESTMENT CAPITAL S.A,HORUS,Other Financial services,Cameroun,Cyrille ONANA
VALID,TELCAR COCOA LIMITED,TELCAR,Other industry,Cameroun,KANYI-TOMETI FOTSO
VALID,LOXEA S.A,LOXEA,Miscellaneous,Cameroun,Geoffroy DE MARCELLUS
VALID,ATLANTIQUE ASSURANCE IARDT-CAMEROUN,ATASSUR,Insurance,Cameroun,NGNIWAKE NORBERT
VALID,Coopérative d'Epargne et de Crédit des Artisans du Wouri,CECAW,Other Financial services,Cameroun,
VALID,TRANSMISSION MANUTENTION DU CAMEROUN,,Miscellaneous,Cameroun,
VALID,PARLYM CAMEROUN,,Miscellaneous,Cameroun,
VALID,CHANTIER NAVALE ET INDUSTRIEL DU CAMEROUN,CNIC,Transport & leisure,Cameroun,
VALID,WOOD SENSES,,Industrial manufacturing,Cameroun,
VALID,Société d'Exploitation Forestière et Commerciale Camerounaise,SEFECCAM,Industrial manufacturing,Cameroun,
VALID,PAN-AFRICAN SAVINGS LOANS,PASL,Miscellaneous,Cameroun,
VALID,HARVEST ASSET MANAGEMENT,,Miscellaneous,Cameroun,
VALID,ORCA,,Consumer markets,Cameroun,
VALID,AXA ASSURANCES,,Insurance,Cameroun,
VALID,Société de Routes et de Bâtiments Cameroun,SOROUBAT,Miscellaneous,Cameroun,
VALID,SOCIETE D'EXPLOITATION FORESTIERE ET AGRICOLE DU CAMEROUN SA,SEFAC S.A.,FORESTIER,Cameroun,
VALID,SOCIETE AFRICAINE DE FABRICATION DE CAHIERS,SAFCA,Industrial manufacturing,Cameroun,
VALID,SOCIETE DES CEREALES DE CAMEROUN,SCC,Industrial manufacturing,Cameroun,
VALID,SOCIETE CAMEROUNAISE DE RAFFINAGE MAYA & CIE,SCR MAYA &,Industrial manufacturing,Cameroun,
VALID,AFRICA GOLDEN BANK,AGB,Bank,Cameroun,Samuel Foyou
VALID,DIBAMBA POWER DEVELOPMENT COMPANY SA,DPDC S.A,Energy and Oil & Gas,Cameroun,Frédéric Didier MVONDO
VALID,OFFICE TOGOLAIS DES RECETTES,OTR,Miscellaneous,N/A,
VALID,CFAO TECHNOLOGY & ENERGY,CFAO,"Technology, media & telecommunications",Cameroun,Laurent DUPUIS
VALID,AFRICA GLOBAL PORT SOLUTIONS,,Transport & leisure,Cameroun,
VALID,HOTEL SAWA,,Hôtellerie,Cameroun,
VALID,BUREAU VERITAS S.A,,Miscellaneous,Cameroun,
VALID,2NI SARL,,Miscellaneous,Cameroun,
VALID,AFG CENTRAL & EAST AFRICA,,Other Financial services,Cameroun,
VALID,SIKA CAMEROUN SARL,,Miscellaneous,Cameroun,
VALID,SOCIETE AFRICAINE DE SEL SA,SASEL SA,Industrial manufacturing,Cameroun,
VALID,CITRA S.A.,,Transport & leisure,Cameroun,
VALID,EDC INVEST CORPORATION,,Other Financial services,Cameroun,
VALID,LES CIMENTERIES DU CAMEROUN S.A,CIMENCAM,Industrial manufacturing,Cameroun,
VALID,COMPAGNIES PROFESSIONNELLE D'ASSURANCE,CPA S.A,Insurance,Cameroun,
VALID,AIPI PIETRO ET FILS CAMEROUN SARL,ALPICAM,FORESTIER,Cameroun,
VALID,CIMENTS DE L'AFRIQUE CAMEROUN,CIMAF,Industrial manufacturing,Cameroun,
VALID,NOVIA INDUSTRIES,,Miscellaneous,Cameroun,
VALID,AFRILAND FIRST BANK,,Bank,Cameroun,
VALID,BOCOM PETROLEUM S.A,,Energy and Oil & Gas,Cameroun,
VALID,AREOFEU,,Miscellaneous,Cameroun,
VALID,ASQUINI ENCORAD,,Miscellaneous,Cameroun,
VALID,HYGIENE ET SALUBRETE DU CAMEROUN,HYSACAM,Miscellaneous,Cameroun,
VALID,ESICO,,Transport & leisure,Cameroun,
VALID,MOULIN DE FRANCE,,Food and Drink,Cameroun,
VALID,CFAO TECHNOLOGIES S.A,CFAO,Miscellaneous,Cameroun,
VALID,TAM-TAM SOLEIL,TAM-TAM SO,Other industry,Cameroun,Jean Roger DAVID
VALID,EB-PARTNERS AUDIT,EBP AUDIT,Miscellaneous,N/A,Samira VINDJEDOU
VALID,ARNO SA,ARNO SA,Miscellaneous,Cameroun,Jean Jacques ARNOPOULO
VALID,Mutuelles des inspecteur et officiers des Douanes du Cameroun,MIOD,Miscellaneous,Cameroun,
VALID,Commission Technique de Rehabilitation,CTR,Miscellaneous,Cameroun,
VALID,AFRICA FOOD DISTRIBUTION,BROLI,Food and Drink,Cameroun,
VALID,ARNO S.A.,,Miscellaneous,Cameroun,
VALID,ATTIJARIWAFA BANK,,Bank,Cameroun,
VALID,AKWA PALACE,,Hôtellerie,Cameroun,
VALID,BANGE BANK CAMEROUN,,Bank,Cameroun,
VALID,CITY BANK OF CAMEROUN,CITI,Bank,Cameroun,
VALID,AFRIQUE MARITIME ET LOGISTIQUE S.A,AFRIMAR SA,Transport & leisure,Cameroun,
VALID,McCANN,,"Technology, media & telecommunications",Cameroun,
VALID,SOCIETE LES GRANDS MOULINS DU CAMEROUN,SGMC,Food and Drink,Cameroun,
VALID,CHASLES CORPORATION SARL,CHASLESCOP,Miscellaneous,Cameroun,
VALID,SOCIETE CAMEROUNAISE DES GAZ LIQUEFIES DE PETROLE,CAMGAZ,Energy and Oil & Gas,Cameroun,
VALID,SOLEVO CAMEROUN,,Industrial manufacturing,Cameroun,
VALID,CFAO MOBILITY CAMEROON,CFAO,Other industry,Cameroun,Denis ZAPPULLA
VALID,Transformation des produits agricoles et agroalimentaires,TRANSFAGRI,Industrial manufacturing,Cameroun,
VALID,Ministrère de la Fonction Publique et de la Réforme Administrative,MINFOPRA,Miscellaneous,Cameroun,Ministre
VALID,CAMEROON CIVIL AVIATION AUTHORITY,CCAA,Government & public sector,Cameroun,Mme AVOMO ASSOUMOU Paule Epse KOKI
VALID,PROJET D'ASSISTANCE TECHNIQUE POUR LE DÉVELLOPEMENT DE L'HYDROELECTRICITE SUR LE FLEUVE SANAGA,PATDHS,Government & public sector,Cameroun,PODIE LUC
VALID,BANQUE INTERNATIONALE DU CAMEROUN POUR L'EPARGNE ET LE CREDIT,BICEC,Bank,Cameroun,
VALID,KING BAY CENTER S.A,KBC S.A,Miscellaneous,Gabon,
VALID,DJILO NGASSOP IRENE,,Government & public sector,Cameroun,DJILO NGASSOP IRENE
VALID,SHOW OFF SARL,,Other industry,Cameroun,TOKA Gislaine
VALID,CIA CAPITAL INVEST,,Other Financial services,Cote d'Ivoire,KACOU NEUBA Isidore
VALID,AMT CAMEROUN S.A,,Miscellaneous,Cameroun,Marcel BUERGI
VALID,DJOUFACK NGOUNE SUZANNE,,Transport & leisure,Cameroun,DJOUFACK NGOUNE Suzanne
VALID,DJOUFACK NGOUNE SUZANNE,,Transport & leisure,Cameroun,DJOUFACK NGOUNE Suzanne
